accept_ratio,acceptance_trend_slope,accepted_indices,accepted_len,attention_mass_covered,cloud_finish_ts_ms,cloud_guidance_generation_time_ms,cloud_receive_ts_ms,cloud_selected_count,cloud_selected_token_count,cloud_target_verify_time_ms,correction_token_id,cuda_memory_allocated_mb,draft_entropy,draft_tokens,draft_top1_confidence,draft_top1_top2_margin,draft_tree_actual_depth,draft_tree_max_depth,draft_tree_nodes,edge_finish_ts_ms,edge_start_ts_ms,full_kv_tokens,generated_token_offset,generation_phase,guidance_jaccard,kv_append_ms,kv_select_ms,method,network,network_time_ms,pipeline_built,pipeline_hit,pipeline_reuse,pipeline_wait_ms,previous_selected_chunk_ids,prompt_id,prompt_type,rejected_position,request_id,request_payload_bytes,response_payload_bytes,retrieval,retrieve_every_n_steps,retrieve_top_k,round,selected_chunk_ids,selected_full_ratio,tokens_since_guidance_update,top_attention_token_indices,tree_construct_ms,verify_elapsed_ms,working_kv_tokens
0.03125,0.0,[1],1,0.8711445331573486,1781073565700.0571,237.43087599905266,1781073565334.2769,16,984,365.7800250002765,332,12770.95263671875,3.787804126739502,32,0.2045602798461914,0.03230324387550354,6,6,32,1781073565710.0068,1781073565313.4553,3990,0,early,0.6842105263157895,354.67774700009613,6.910060999871348,observability_fixed_R16_k16,good,30.76743499877921,0,False,False,0.0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21353,958,True,16,16,0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.12832080200501253,2,"[0, 3991, 3988, 3990, 3987, 3989, 3986, 3966, 3977, 3976, 3970, 3973, 3949, 3967, 3979, 3968]",291.0887019988877,396.5474599990557,512
0.0,-1.0,[],0,,1781073566173.8457,0.0,1781073566071.7454,0,0,102.10012099923915,1119,10459.82568359375,0.5615354776382446,32,0.8707907795906067,0.8067175447940826,6,6,32,1781073566182.7634,1781073566055.8916,3992,2,early,1.0,51.854469000318204,7.295425000847899,observability_fixed_R16_k16,good,24.768807999862474,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21356,764,False,16,16,1,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.1342685370741483,1,[],285.3320009999152,126.86892899910163,536
0.03125,0.5,[0],1,,1781073566762.8235,0.0,1781073566559.01,0,0,203.81184999860125,11794,10458.96875,1.2450599670410156,32,0.8561057448387146,0.8281529024243355,5,6,32,1781073566772.8423,1781073566543.0435,3993,3,early,1.0,67.09507000050507,0.08795100075076334,observability_fixed_R16_k16,good,25.984286001403234,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21347,766,False,16,16,2,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.13448534936138243,3,[],291.6758009996556,229.79613600000448,537
0.0625,1.3333333333333335,"[0, 7]",2,,1781073567332.6506,0.0,1781073567129.1165,0,0,203.53179500125407,1803,10459.54833984375,1.9164032936096191,32,0.5711461305618286,0.4354870319366455,6,6,32,1781073567342.3613,1781073567114.2214,3995,5,early,1.0,46.023922999665956,0.104228000054718,observability_fixed_R16_k16,good,24.606035998658626,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21363,770,False,16,16,3,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.134918648310388,6,[],293.9652439999918,228.1378309999127,539
0.0625,1.0,"[3, 15]",2,,1781073567895.8618,0.0,1781073567692.8325,0,0,203.02757899844437,10497,10460.1279296875,2.5643417835235596,32,0.3865717947483063,0.12500420212745667,5,6,32,1781073567905.9768,1781073567677.9688,3998,8,early,1.0,44.16236600081902,0.09622399920772295,observability_fixed_R16_k16,good,24.97756900083914,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21376,774,False,16,16,4,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.135567783891946,9,[],290.07410899976094,228.0051479992835,542
0.0625,0.75,"[0, 7]",2,,1781073568463.8337,0.0,1781073568267.152,0,0,196.67581599969708,4916,10460.1279296875,2.2292914390563965,32,0.3767346739768982,0.17820943892002106,5,6,32,1781073568474.855,1781073568252.1648,4001,11,early,1.0,49.34105800020916,5.52767000044696,observability_fixed_R16_k16,good,26.01202400001057,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21385,769,False,16,16,5,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.13621594601349662,12,[],289.93910499957565,222.68783999970765,545
0.0625,0.25,"[1, 14]",2,,1781073569019.9404,0.0,1781073568822.1353,0,0,197.8019239995774,8872,10460.1279296875,2.1721060276031494,32,0.46106868982315063,0.3289702981710434,5,6,32,1781073569029.316,1781073568806.1575,4004,14,early,1.0,43.542643999899155,0.0913479998416733,observability_fixed_R16_k16,good,25.3543870003341,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21407,768,False,16,16,6,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.13686313686313686,15,[],286.5067159982573,223.1563109999115,548
0.0625,0.0,"[0, 14]",2,,1781073569534.4534,0.0,1781073569351.35,0,0,183.1028039996454,13,10460.1279296875,1.7170323133468628,32,0.5311353802680969,0.3357415646314621,6,6,32,1781073569543.2207,1781073569337.4177,4007,17,early,1.0,43.63831700175069,0.09086200043384451,observability_fixed_R16_k16,good,22.6986890011176,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21425,763,False,16,16,7,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.1375093586224108,18,[],263.4306740001193,205.801493000763,551
0.0625,0.0,"[0, 16]",2,,1781073570002.5483,0.0,1781073569812.4216,0,0,190.12590700003784,1983,10460.1279296875,2.1738500595092773,32,0.6390275359153748,0.57575523853302,4,6,32,1781073570011.8213,1781073569797.784,4010,20,early,1.0,33.83076099999016,0.06628099981753621,observability_fixed_R16_k16,good,23.90720999937912,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21437,772,False,16,16,8,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.13815461346633418,21,[],219.69695500047237,214.03311699941696,554
0.15625,3.0,"[0, 2, 8, 17, 25]",5,,1781073570458.559,0.0,1781073570277.2627,0,0,181.2954280012491,11794,10460.1279296875,0.5125075578689575,32,0.8439463973045349,0.7061759233474731,6,6,32,1781073570467.531,1781073570263.274,4013,23,early,1.0,33.0792240001756,0.06665900036750827,observability_fixed_R16_k16,good,22.958892999668024,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,5,2e881eb3-2ab2-4511-95ad-281d06446d4c,21439,784,False,16,16,9,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.1387989035634189,27,[],217.14078199875075,204.25432100091712,557
0.125,1.25,"[0, 2, 15, 26]",4,,1781073570919.64,0.0,1781073570736.4858,0,0,183.15061700013757,576,10461.86669921875,1.3393561840057373,32,0.733333945274353,0.586657926440239,5,6,32,1781073570928.5654,1781073570722.3335,4019,29,early,1.0,32.628491999275866,0.06656999903498217,observability_fixed_R16_k16,good,23.079597000105423,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,21476,778,False,16,16,10,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.14008459815874597,32,[],221.18331499950727,206.230214000243,563
0.125,0.75,"[4, 14, 26, 31]",4,,1781073571367.1157,0.0,1781073571184.298,0,0,182.8146129992092,624,10461.46240234375,5.354586124420166,32,0.12929129600524902,0.05788986384868622,4,6,32,1781073571376.271,1781073571170.3513,4024,34,early,1.0,32.59515600075247,0.07104100041033234,observability_fixed_R16_k16,good,23.103463001461932,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,21508,778,False,16,16,11,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.1411530815109344,37,[],208.30859600027907,205.91807600067114,568
0.03125,-2.75,[0],1,,1781073571818.4546,0.0,1781073571636.9458,0,0,181.50826300006884,3729,10461.86669921875,2.6505093574523926,32,0.5252884030342102,0.45307884365320206,4,6,32,1781073571827.2542,1781073571622.772,4029,39,early,1.0,32.494961998963845,0.06929700066393707,observability_fixed_R16_k16,good,22.97165900017717,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21530,765,False,16,16,12,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.14221891288160834,39,[],213.11902399975224,204.479922000246,573
0.09375,-0.5,"[0, 4, 23]",3,,1781073572278.4578,0.0,1781073572092.9458,0,0,185.50862099982623,576,10459.83837890625,0.404759019613266,32,0.9242213368415833,0.8736845441162586,4,6,32,1781073572287.3608,1781073572078.8914,4031,41,early,1.0,32.71031700023741,0.06967700028326362,observability_fixed_R16_k16,good,22.958659999858355,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21518,774,False,16,16,13,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.1426445050855867,43,[],217.87450200099556,208.4672809996846,575
0.0,-3.0,[],0,,1781073572744.371,0.0,1781073572562.6406,0,0,181.72959299954528,2326,10460.70751953125,4.582943916320801,32,0.0754658430814743,0.0023218393325805664,5,6,32,1781073572752.9766,1781073572548.6152,4035,45,early,0.9411764705882353,36.966640000173356,4.208740001558908,observability_fixed_R16_k16,good,22.63043099992501,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21563,763,False,16,16,14,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.15142503097893434,44,[],219.19744500155502,204.3600239994703,611
0.09375,1.0,"[0, 3, 14]",3,,1781073573193.5825,0.0,1781073573012.7083,0,0,180.87470400132588,264,10458.96875,0.47559383511543274,32,0.9329956769943237,0.9174365010112524,6,6,32,1781073573202.5474,1781073572997.0415,4036,46,early,0.9411764705882353,30.672302000311902,0.07474499943782575,observability_fixed_R16_k16,good,24.62947999993048,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21560,774,False,16,16,15,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]",0.15163528245787908,48,[],212.4058369990962,205.50418400125636,612
0.0,-1.75,[],0,0.8824520707130432,1781073573753.011,117.855939999572,1781073573456.5579,16,969,296.4529490000132,27395,10460.70751953125,4.605737209320068,32,0.1486004889011383,0.07029353082180023,4,6,32,1781073573762.2832,1781073573442.195,4040,50,early,0.7368421052631579,31.876765000561136,0.072200999056804,observability_fixed_R16_k16,good,23.633426999367657,0,False,False,0.0,"[0, 4, 9, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21586,960,True,16,16,16,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.15247524752475247,49,"[0, 4039, 4040, 4038, 4037, 4036, 4035, 4034, 4033, 4032, 4030, 4029, 4028, 4031, 4003, 4023]",206.76935800111096,320.08637599938083,616
0.0625,0.5,"[0, 6]",2,,1781073574127.3962,0.0,1781073574035.135,0,0,92.26075100013986,35,10458.96875,1.2215527296066284,32,0.7803610563278198,0.7320091016590595,6,6,32,1781073574136.2185,1781073574020.8472,4041,51,early,1.0,31.07581400035997,4.307894001613022,observability_fixed_R16_k16,good,23.10852899972815,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21575,762,False,16,16,17,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.12892848304875032,3,[],222.13618100067833,115.36927999986801,521
0.0,-1.25,[],0,,1781073574588.4727,0.0,1781073574398.1714,0,0,190.30047900014324,2253,10460.1279296875,2.8760528564453125,32,0.5545395612716675,0.5162083990871906,6,6,32,1781073574597.1475,1781073574383.9824,4044,54,early,1.0,31.48290499848372,0.053363000915851444,observability_fixed_R16_k16,good,22.863076999783516,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21587,763,False,16,16,18,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.12957467853610286,4,[],215.37486699889996,213.16355599992676,524
0.125,2.75,"[0, 1, 12, 24]",4,,1781073575043.156,0.0,1781073574858.026,0,0,185.12867500066932,279,10458.96875,4.285604882170446e-05,32,0.9999971389770508,0.9999962675449297,6,6,32,1781073575052.334,1781073574843.8735,4045,55,early,1.0,30.963916000473546,0.056230001064250246,observability_fixed_R16_k16,good,23.328957000558148,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,4,2e881eb3-2ab2-4511-95ad-281d06446d4c,21591,777,False,16,16,19,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.12978986402966625,9,[],214.86572499998147,208.45763200122747,525
0.03125,-0.5,[0],1,,1781073575509.274,0.0,1781073575324.7556,0,0,184.51529599951755,3139,10461.287109375,5.613382816314697,32,0.17574499547481537,0.13400189951062202,4,6,32,1781073575518.527,1781073575310.8035,4050,60,early,1.0,34.25941199930094,0.06348600072669797,observability_fixed_R16_k16,good,23.204754999824218,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21633,765,False,16,16,20,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1308641975308642,11,[],223.03948199987644,207.72005099934177,530
0.0625,0.25,"[2, 12]",2,,1781073575967.7761,0.0,1781073575784.9805,0,0,182.79396000070847,12850,10459.83837890625,1.7610764503479004,32,0.2838383913040161,0.0294073224067688,6,6,32,1781073575976.5398,1781073575770.6982,4052,62,early,1.0,33.727854999597184,0.08006099960766733,observability_fixed_R16_k16,good,23.046608999720775,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21618,773,False,16,16,21,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13129318854886476,14,[],217.25643199897604,205.84056900042924,532
0.09375,1.25,"[0, 2, 14]",3,,1781073576444.591,0.0,1781073576251.3289,0,0,193.25889500032645,20162,10460.1279296875,0.10772229731082916,32,0.9844676852226257,0.9749659337103367,6,6,32,1781073576453.7273,1781073576237.3198,4055,65,early,1.0,34.22798099927604,0.06421299985959195,observability_fixed_R16_k16,good,23.147228001107578,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21638,776,False,16,16,22,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1319358816276202,18,[],225.53291500116757,216.40612300143403,535
0.0,-2.5,[],0,,1781073576900.7073,0.0,1781073576719.1567,0,0,181.54979199971422,624,10461.201171875,1.716963768005371,32,0.387203574180603,0.17994843423366547,5,6,32,1781073576909.761,1781073576705.1182,4059,69,early,1.0,33.76815000046918,0.06487099926744122,observability_fixed_R16_k16,good,23.090509001121973,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,0,2e881eb3-2ab2-4511-95ad-281d06446d4c,21650,761,False,16,16,23,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13279132791327913,19,[],216.6708969998581,204.6403010008362,539
0.03125,-0.5,[1],1,,1781073577347.648,0.0,1781073577168.468,0,0,179.17929599934723,17490,10458.96875,2.3591721057891846,32,0.45256102085113525,0.2725446820259094,6,6,32,1781073577356.645,1781073577154.3176,4060,70,early,1.0,31.431593999514007,0.059239000620436855,observability_fixed_R16_k16,good,23.146327999711502,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21675,766,False,16,16,24,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1330049261083744,21,[],211.9720620012231,202.32562399905873,540
0.15625,3.5,"[0, 4, 11, 18, 25]",5,,1781073577800.4219,0.0,1781073577619.7808,0,0,180.64006500026153,37799,10459.54833984375,1.0515600442886353,32,0.6245661973953247,0.34741660952568054,6,6,32,1781073577809.4165,1781073577604.3828,4062,72,early,1.0,32.65819099942746,0.06240899892873131,observability_fixed_R16_k16,good,24.39057099945785,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,5,2e881eb3-2ab2-4511-95ad-281d06446d4c,21682,790,False,16,16,25,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13343180699162974,27,[],214.15914799945313,205.03063599971938,542
0.03125,-1.25,[6],1,,1781073578265.336,0.0,1781073578084.2405,0,0,181.09440399894083,806,10461.86669921875,1.9272445440292358,32,0.2761288583278656,0.02471068501472473,3,6,32,1781073578274.3801,1781073578070.274,4068,78,early,1.0,36.15422900111298,4.167678000158048,observability_fixed_R16_k16,good,23.01040800193732,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21688,763,False,16,16,26,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13470993117010815,29,[],219.33452200028114,204.10481200087816,548
0.09375,1.25,"[0, 6, 11]",3,,1781073578728.0557,0.0,1781073578541.7402,0,0,186.31478299903392,1221,10459.54833984375,1.491277813911438,32,0.799185574054718,0.7809687927365303,4,6,32,1781073578737.1936,1781073578527.1956,4070,80,early,1.0,32.617022001431906,0.06442000085371546,observability_fixed_R16_k16,good,23.681465001573088,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21704,776,False,16,16,27,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13513513513513514,33,[],219.10432299955573,209.996248000607,550
0.03125,-1.5,[3],1,,1781073579159.081,0.0,1781073579001.0613,0,0,158.0189579999569,2441,10460.70751953125,4.501320838928223,32,0.09163129329681396,0.022464364767074585,3,6,32,1781073579167.9255,1781073578987.021,4074,84,early,1.0,32.74662599869771,0.06218899943633005,observability_fixed_R16_k16,good,22.883468000145513,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21736,762,False,16,16,28,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13598429062346587,35,[],216.0824610000418,180.90242600010242,554
0.0625,-0.5,"[0, 13]",2,,1781073579575.6824,0.0,1781073579427.0728,0,0,148.60866900016845,2441,10459.54833984375,1.7030240297317505,32,0.5932181477546692,0.516611248254776,6,6,32,1781073579584.5874,1781073579412.9963,4076,86,early,1.0,32.598829000562546,0.0737369991838932,observability_fixed_R16_k16,good,22.9801290006435,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21731,772,False,16,16,29,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1364082433758587,38,[],211.54180300072767,171.58879800081195,556
0.0625,0.25,"[0, 5]",2,,1781073579989.929,0.0,1781073579843.3093,0,0,146.61020300081873,9099,10460.70751953125,1.232080101966858,32,0.65236496925354,0.5090593993663788,6,6,32,1781073579999.1099,1781073579829.5945,4079,89,early,1.0,32.44849400107341,0.07004100007179659,observability_fixed_R16_k16,good,22.90366799934418,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21753,768,False,16,16,30,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13704339298847756,41,[],211.63295699989249,169.5138710001629,559
0.09375,1.0,"[0, 5, 14]",3,,1781073580505.8906,0.0,1781073580345.403,0,0,160.48671600037778,11794,10460.1279296875,0.7479074001312256,32,0.8291850686073303,0.7390153780579567,6,6,32,1781073580514.6104,1781073580330.527,4082,92,early,1.0,43.49006799930066,0.09060599950316828,observability_fixed_R16_k16,good,23.593972999151447,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,3,2e881eb3-2ab2-4511-95ad-281d06446d4c,21765,776,False,16,16,31,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13767760901518863,45,[],286.68177899999137,184.08068899952923,562
0.0625,0.0,"[0, 6]",2,0.894562304019928,1781073581160.5945,139.44106300004933,1781073580861.678,16,1017,298.91674499958754,17490,10460.70751953125,1.669298529624939,32,0.5266105532646179,0.30708661675453186,5,6,32,1781073581169.6562,1781073580846.7537,4086,96,early,0.7777777777777778,43.31604899925878,0.09142400085693225,observability_fixed_R16_k16,good,23.984319999726722,0,False,False,0.0,"[0, 45, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21773,971,True,16,16,32,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13852178169358786,48,"[0, 4088, 4087, 4086, 4061, 4074, 4081, 4063, 4071, 4080, 4079, 4085, 4064, 4065, 4067, 4082]",287.3276350001106,322.90106499931426,566
0.0625,-0.25,"[2, 8]",2,,1781073581611.9756,0.0,1781073581522.3374,0,0,89.63793699876987,323,10460.1279296875,1.412158727645874,32,0.6087943911552429,0.4316251277923584,6,6,32,1781073581620.6536,1781073581507.5737,4089,99,early,1.0,43.66377599944826,5.813603000206058,observability_fixed_R16_k16,good,23.440284001480904,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21790,764,False,16,16,33,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13132795304475423,3,[],287.07966599904466,113.07822100025078,537
0.03125,-1.25,[0],1,,1781073582132.7158,0.0,1781073581968.061,0,0,164.65536499890732,31635,10460.1279296875,0.031114017590880394,32,0.9960178732872009,0.9930398336146027,5,6,32,1781073582141.7751,1781073581952.96,4092,102,early,1.0,43.049559000792215,0.08835599874146283,observability_fixed_R16_k16,good,24.157349002052797,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21805,767,False,16,16,34,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13196480938416422,5,[],287.9776949994266,188.8127140009601,540
0.03125,-1.0,[0],1,,1781073582649.5083,0.0,1781073582489.613,0,0,159.89325800001097,37799,10459.54833984375,1.2539924383163452,32,0.5896810293197632,0.31970536708831787,6,6,32,1781073582658.3083,1781073582474.7996,4094,104,early,1.0,43.43489500024589,0.089414999820292,observability_fixed_R16_k16,good,23.613847999513382,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,1,2e881eb3-2ab2-4511-95ad-281d06446d4c,21817,767,False,16,16,35,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.13238886174890083,7,[],288.108161999844,183.50710599952436,542
0.0625,0.5,"[1, 9]",2,,1781073583155.0913,0.0,1781073582996.1863,0,0,158.90423899872985,1156,10460.1279296875,2.5991530418395996,32,0.20908668637275696,0.006432920694351196,6,6,32,1781073583163.9578,1781073582981.3145,4096,106,early,1.0,41.75470900008804,0.08845900083542801,observability_fixed_R16_k16,good,23.736110000754707,0,False,False,0.0,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,pg19,2,2e881eb3-2ab2-4511-95ad-281d06446d4c,21829,769,False,16,16,36,"[0, 21, 45, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.1328125,10,[],279.97205700012273,182.64034899948456,544
