accept_ratio,acceptance_trend_slope,accepted_indices,accepted_len,attention_mass_covered,cloud_finish_ts_ms,cloud_guidance_generation_time_ms,cloud_receive_ts_ms,cloud_selected_count,cloud_selected_token_count,cloud_target_verify_time_ms,correction_token_id,cuda_memory_allocated_mb,draft_entropy,draft_tokens,draft_top1_confidence,draft_top1_top2_margin,draft_tree_actual_depth,draft_tree_max_depth,draft_tree_nodes,edge_finish_ts_ms,edge_start_ts_ms,full_kv_tokens,generated_token_offset,generation_phase,guidance_jaccard,kv_append_ms,kv_select_ms,method,network,network_time_ms,pipeline_built,pipeline_hit,pipeline_reuse,pipeline_wait_ms,previous_selected_chunk_ids,prompt_id,prompt_type,rejected_position,request_id,request_payload_bytes,response_payload_bytes,retrieval,retrieve_every_n_steps,retrieve_top_k,round,selected_chunk_ids,selected_full_ratio,tokens_since_guidance_update,top_attention_token_indices,tree_construct_ms,verify_elapsed_ms,working_kv_tokens
0.125,0.75,"[0, 1, 5, 19]",4,,1781073770150.2942,0.0,1781073769996.82,0,0,153.4732210002403,264,10460.70751953125,9.942235192283988e-05,32,0.999992847442627,0.9999873398460295,6,6,32,1781073770159.224,1781073769982.5435,4301,273,middle,0.9411764705882353,36.90515400012373,0.1037519996316405,observability_fixed_R16_k16,good,23.20522899935895,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,4,0d163d4c-bbdd-45a5-a969-da6200b88b74,22417,773,False,16,16,69,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.13694489653568936,22,[],237.7776690009341,176.67844999959925,589
0.03125,-2.25,[0],1,,1781073770566.1257,0.0,1781073770417.3533,0,0,148.77157599948987,41980,10461.287109375,0.8104952573776245,32,0.8338966369628906,0.7725380919873714,6,6,32,1781073770574.8086,1781073770403.0654,4306,278,middle,0.9411764705882353,33.152117999634356,0.07051499960653018,observability_fixed_R16_k16,good,22.970412001086515,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22442,768,False,16,16,70,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.13794705062703205,24,[],209.71359200120787,171.74198800057638,594
0.1875,3.0,"[0, 2, 5, 7, 11, 21]",6,,1781073770992.7898,0.0,1781073770843.1538,0,0,149.63539699965622,5301,10459.54833984375,0.19065101444721222,32,0.955778956413269,0.9131236523389816,6,6,32,1781073771001.7043,1781073770828.864,4308,280,middle,0.9411764705882353,32.97420299895748,0.07138600085454527,observability_fixed_R16_k16,good,23.199891000331263,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,6,0d163d4c-bbdd-45a5-a969-da6200b88b74,22449,789,False,16,16,71,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.13834726090993502,31,[],220.0814990010258,172.8352879999875,596
0.03125,-2.5,[1],1,,1781073771409.2004,0.0,1781073771264.3499,0,0,144.85121200050344,1513,10462.4462890625,1.8357959985733032,32,0.5071820020675659,0.35250023007392883,6,6,32,1781073771417.8928,1781073771248.4792,4315,287,middle,0.9411764705882353,32.59326400075224,0.07162700057961047,observability_fixed_R16_k16,good,24.55811999971047,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22494,766,False,16,16,72,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.13974507531865585,33,[],213.0694700008462,169.4093320002139,603
0.03125,-2.0,[0],1,,1781073771822.0632,0.0,1781073771675.7236,0,0,146.33891799894627,1824,10460.33203125,0.002022374654188752,32,0.999788224697113,0.9995783420017688,6,6,32,1781073771830.7954,1781073771661.7808,4317,289,middle,0.9411764705882353,32.413945000371314,0.07362699943769258,observability_fixed_R16_k16,good,22.673259001749102,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22484,766,False,16,16,73,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14014361825341673,35,[],210.40559799985203,169.01217700069537,605
0.1875,3.75,"[0, 3, 7, 12, 18, 27]",6,,1781073772242.879,0.0,1781073772096.1282,0,0,146.75024600001052,13,10459.54833984375,0.5836604833602905,32,0.8143035173416138,0.6705704033374786,6,6,32,1781073772251.5989,1781073772082.1562,4319,291,middle,0.9411764705882353,32.89864900034445,0.07399999958579428,observability_fixed_R16_k16,good,22.687677999783773,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,6,0d163d4c-bbdd-45a5-a969-da6200b88b74,22506,787,False,16,16,74,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14054179208150036,42,[],217.18269899974985,169.4379239997943,607
0.03125,-2.5,[0],1,,1781073772666.4785,0.0,1781073772516.35,0,0,150.12735500022245,1376,10462.4462890625,1.4331947565078735,32,0.42327842116355896,0.12778246402740479,6,6,32,1781073772675.373,1781073772502.4246,4326,298,middle,0.9411764705882353,36.77922700080671,4.216445000565727,observability_fixed_R16_k16,good,22.819543000878184,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22546,763,False,16,16,75,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14193250115580214,44,[],208.8106510000216,172.94689800110064,614
0.0,-2.25,[],0,,1781073773075.8003,0.0,1781073772931.6062,0,0,144.1930199998751,3501,10460.33203125,1.7998512983322144,32,0.4870292842388153,0.31871645152568817,6,6,32,1781073773084.6472,1781073772917.3162,4328,300,middle,0.9411764705882353,32.23874700051965,0.08192300083464943,observability_fixed_R16_k16,good,23.136567999245017,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22546,761,False,16,16,76,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.1423290203327172,45,[],208.6826340000698,167.32958799912012,616
0.0625,0.0,"[0, 5]",2,,1781073773486.5554,0.0,1781073773340.951,0,0,145.60372900086804,5480,10458.96875,0.5087937712669373,32,0.8839074373245239,0.8198773935437202,6,6,32,1781073773495.3054,1781073773326.7144,4329,301,middle,0.9411764705882353,31.0177469982591,0.07332399945880752,observability_fixed_R16_k16,good,22.985200997936772,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22554,769,False,16,16,77,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14252714252714252,48,[],210.08937799888372,168.58892999880482,617
0.1875,3.75,"[0, 3, 8, 15, 21, 27]",6,,1781073773898.954,0.0,1781073773753.281,0,0,145.6723850005801,36901,10460.1279296875,0.374445378780365,32,0.8930749297142029,0.7944281622767448,6,6,32,1781073773907.5315,1781073773739.2573,4332,304,middle,0.9411764705882353,32.677455001248745,0.0756009994802298,observability_fixed_R16_k16,good,22.600320000492502,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,6,0d163d4c-bbdd-45a5-a969-da6200b88b74,22560,788,False,16,16,78,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14312096029547552,55,[],210.30089300074906,168.2727050010726,620
0.15625,2.75,"[0, 3, 10, 15, 19]",5,,1781073774317.9495,0.0,1781073774169.6257,0,0,148.32280600057857,806,10462.4462890625,0.8732288479804993,32,0.5932111740112305,0.2498868703842163,6,6,32,1781073774326.837,1781073774155.7612,4339,311,middle,0.9411764705882353,32.811555998705444,0.07629300125699956,observability_fixed_R16_k16,good,22.751102998881834,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,5,0d163d4c-bbdd-45a5-a969-da6200b88b74,22594,786,False,16,16,79,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66]",0.14450334178382115,61,[],214.46932400067453,171.0739089994604,627
0.0,-3.25,[],0,0.9463096261024475,1781073774815.178,74.11642300030508,1781073774592.1245,16,1018,223.05369899913785,11618,10461.86669921875,0.3790760040283203,32,0.9441068172454834,0.9320351127535105,6,6,32,1781073774823.8745,1781073774577.822,4345,317,middle,0.375,33.483728000646806,0.07541400009358767,observability_fixed_R16_k16,good,22.996591002083733,0,False,False,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 13, 14, 57, 62, 63, 64, 65, 66, 67]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22625,964,True,16,16,80,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.14568469505178366,62,"[0, 4345, 4344, 4343, 4269, 4342, 4341, 4325, 4335, 4299, 4337, 4198, 4328, 4336, 4338, 4339]",216.4986610005144,246.05029000122158,633
0.0,-3.25,[],0,,1781073775175.4478,0.0,1781073775095.7944,0,0,79.65269099986472,382,10458.96875,0.9714260697364807,32,0.7863949537277222,0.7097384706139565,6,6,32,1781073775184.402,1781073775081.3813,4346,318,middle,1.0,31.108084998777485,4.176554000878241,observability_fixed_R16_k16,good,23.363292999420082,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22628,759,False,16,16,81,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.1237919926369075,1,[],221.13402799914184,103.0159839992848,538
0.0,-2.75,[],0,,1781073775592.1428,0.0,1781073775439.3318,0,0,152.80973600056313,40,10458.96875,2.1805121898651123,32,0.6380089521408081,0.5664263367652893,5,6,32,1781073775600.8108,1781073775424.9233,4347,319,middle,1.0,30.135069000607473,0.060582999140024185,observability_fixed_R16_k16,good,23.075545999745373,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22629,759,False,16,16,82,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.12399355877616747,2,[],209.1421259992785,175.8852820003085,539
0.0625,0.75,"[7, 22]",2,,1781073776004.4116,0.0,1781073775855.9006,0,0,148.5102820006432,1281,10458.96875,3.7682108879089355,32,0.21495366096496582,0.08043909072875977,3,6,32,1781073776013.6553,1781073775841.6375,4348,320,middle,1.0,30.528887000400573,0.06383999971149024,observability_fixed_R16_k16,good,23.50496100007149,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22640,769,False,16,16,83,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.12419503219871206,5,[],209.39184100097918,172.0152430007147,540
0.0625,1.5,"[0, 7]",2,,1781073776421.136,0.0,1781073776274.8547,0,0,146.28119300141407,6286,10460.1279296875,0.5593842267990112,32,0.8968788981437683,0.8684957455843687,6,6,32,1781073776430.3193,1781073776260.6028,4351,323,middle,1.0,32.65313700103434,0.06713999937346671,observability_fixed_R16_k16,good,23.432777999914833,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22651,769,False,16,16,84,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.12479889680533211,8,[],213.33753600083583,169.7139710013289,543
0.03125,0.0,[0],1,,1781073776852.0796,0.0,1781073776700.2166,0,0,151.86195600108476,65784,10460.1279296875,1.5568515062332153,32,0.5493574738502502,0.2816220223903656,6,6,32,1781073776861.0125,1781073776685.889,4354,326,middle,0.9411764705882353,36.91047400025127,4.142623998632189,observability_fixed_R16_k16,good,23.257920998730697,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22656,767,False,16,16,85,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13275149288011023,10,[],213.34819799994875,175.11987699981546,578
0.0,-1.25,[],0,,1781073777269.3823,0.0,1781073777122.9421,0,0,146.440120999614,504,10460.1279296875,2.5044896602630615,32,0.3338053524494171,0.18334747850894928,5,6,32,1781073777277.9106,1781073777108.666,4356,328,middle,0.9411764705882353,35.437163000096916,0.06980999933148269,observability_fixed_R16_k16,good,22.803134999776375,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22667,755,False,16,16,86,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13314967860422405,11,[],210.9778070007451,169.24325599939039,580
0.03125,-0.25,[0],1,,1781073777671.8223,0.0,1781073777528.652,0,0,143.1697530006204,362,10458.96875,0.4389185309410095,32,0.9496136903762817,0.9449324868619442,6,6,32,1781073777680.64,1781073777514.1887,4357,329,middle,0.9411764705882353,29.345528999328963,0.06452799971157219,observability_fixed_R16_k16,good,23.275754998394405,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22676,760,False,16,16,87,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13334863438145514,13,[],206.03208799911954,166.4455079990148,581
0.125,3.0,"[0, 4, 11, 20]",4,,1781073778078.475,0.0,1781073777934.3796,0,0,144.09481099937693,15057,10459.54833984375,1.4362822771072388,32,0.6461769342422485,0.5321199372410774,6,6,32,1781073778087.3032,1781073777920.2454,4359,331,middle,0.9411764705882353,32.32211500107951,0.06662600026174914,observability_fixed_R16_k16,good,22.961604001466185,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,4,0d163d4c-bbdd-45a5-a969-da6200b88b74,22679,783,False,16,16,88,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13374627208075246,18,[],206.31631200012635,167.05641500084312,583
0.03125,-0.5,[0],1,,1781073778492.305,0.0,1781073778346.7444,0,0,145.56100799927663,15118,10461.78076171875,0.21556566655635834,32,0.9699549674987793,0.9605932887643576,6,6,32,1781073778501.0676,1781073778332.5095,4364,336,middle,0.9411764705882353,31.377687999338377,0.06525299977511168,observability_fixed_R16_k16,good,22.992952001004596,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22707,766,False,16,16,89,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13473877176901924,20,[],212.91933999964385,168.55396000028122,588
0.03125,-0.5,[0],1,,1781073778912.3062,0.0,1781073778760.5608,0,0,151.7443539996748,425,10459.54833984375,1.9962459802627563,32,0.38505202531814575,0.21149547398090363,6,6,32,1781073778921.5464,1781073778746.3105,4366,338,middle,0.9411764705882353,31.701688001703587,0.06782799937354866,observability_fixed_R16_k16,good,23.48644400080957,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22711,760,False,16,16,90,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13513513513513514,22,[],212.2766730008152,175.23079800048436,590
0.15625,3.25,"[1, 5, 12, 19, 27]",5,,1781073779362.8896,0.0,1781073779182.822,0,0,180.06600199987588,279,10459.54833984375,1.625040054321289,32,0.49466755986213684,0.23803740739822388,6,6,32,1781073779371.8137,1781073779168.4568,4368,340,middle,0.9411764705882353,32.78739900088112,0.07085700053721666,observability_fixed_R16_k16,good,23.28962300089188,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,5,0d163d4c-bbdd-45a5-a969-da6200b88b74,22718,785,False,16,16,91,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13553113553113552,28,[],212.76439800021762,203.35562500076776,592
0.0,-2.75,[],0,,1781073779817.6316,0.0,1781073779633.782,0,0,183.84814899945923,12055,10461.86669921875,6.544422149658203,32,0.05528370663523674,0.014200344681739807,3,6,32,1781073779826.4631,1781073779619.3958,4374,346,late,0.9411764705882353,33.415907999369665,0.07056499998725485,observability_fixed_R16_k16,good,23.21433699944464,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22756,765,False,16,16,92,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13671696387745771,29,[],213.15820200106828,207.06248599890387,598
0.03125,-0.75,[0],1,,1781073780273.6213,0.0,1781073780093.389,0,0,180.23090499991667,806,10458.96875,0.6117867827415466,32,0.8851099014282227,0.8382007926702499,6,6,32,1781073780282.4119,1781073780077.261,4375,347,late,0.9411764705882353,31.129919001614326,0.0690969991410384,observability_fixed_R16_k16,good,24.91511300104321,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22752,763,False,16,16,93,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.1369142857142857,31,[],218.5441860001447,205.14601800095988,599
0.0625,0.25,"[6, 22]",2,,1781073780728.3762,0.0,1781073780541.893,0,0,186.481819000619,279,10459.54833984375,4.894075393676758,32,0.09148962795734406,0.04016859829425812,6,6,32,1781073780737.3477,1781073780527.3591,4377,349,late,0.9411764705882353,33.16970800005947,0.06850099998700898,observability_fixed_R16_k16,good,23.503762000473216,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22773,762,False,16,16,94,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13730865889878913,34,[],210.72346300024947,209.9855810010922,601
0.0625,0.0,"[1, 15]",2,,1781073781185.2673,0.0,1781073781003.0732,0,0,182.19255199983309,3800,10460.1279296875,5.5899200439453125,32,0.12164314836263657,0.06681428104639053,4,6,32,1781073781194.5046,1781073780988.0842,4380,352,late,0.9411764705882353,35.672521000378765,0.06931300049473066,observability_fixed_R16_k16,good,24.224823000622564,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22792,771,False,16,16,95,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]",0.13789954337899543,37,[],213.74484499938262,206.41737500045565,604
0.0625,0.75,"[0, 5]",2,0.9687692523002625,1781073781832.545,190.86694100042223,1781073781456.0806,16,994,376.46556199979386,12126,10460.1279296875,1.3290742635726929,32,0.5942866802215576,0.4130394905805588,4,6,32,1781073781841.4575,1781073781440.2402,4383,355,late,0.7368421052631579,32.85585499907029,0.07302999983949121,observability_fixed_R16_k16,good,24.74931600045238,0,False,False,0.0,"[0, 5, 50, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22777,972,True,16,16,96,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.13848961898243212,40,"[0, 4385, 4384, 4383, 4346, 4347, 4328, 4352, 4205, 4349, 4382, 4269, 4201, 4208, 4198, 4348]",211.8744309991598,401.21487800024624,607
0.0625,0.25,"[0, 10]",2,,1781073782205.4434,0.0,1781073782112.7402,0,0,92.70218999881763,806,10460.1279296875,0.8678246736526489,32,0.7368004322052002,0.5799265652894974,6,6,32,1781073782214.111,1781073782098.3525,4386,358,late,1.0,37.10744199997862,4.17391500013764,observability_fixed_R16_k16,good,23.053327000525314,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,2,0d163d4c-bbdd-45a5-a969-da6200b88b74,22800,767,False,16,16,97,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12448700410396717,3,[],214.36874600112787,115.75551699934294,546
0.03125,-1.0,[9],1,,1781073782663.495,0.0,1781073782473.1687,0,0,190.32549199982896,8818,10460.1279296875,4.089344501495361,32,0.25444814562797546,0.13795329630374908,5,6,32,1781073782672.3088,1781073782458.6868,4389,361,late,1.0,32.078851998448954,0.06765100079064723,observability_fixed_R16_k16,good,23.292312998819398,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22838,765,False,16,16,98,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12508544087491455,5,[],211.2878380012262,213.61780499864835,549
0.09375,1.25,"[0, 5, 22]",3,,1781073783079.1636,0.0,1781073782938.9727,0,0,140.18996200138645,279,10460.1279296875,1.3342640399932861,32,0.7669181227684021,0.7113627567887306,5,6,32,1781073783088.1445,1781073782924.4373,4391,363,late,1.0,32.92293399863411,0.06946599933144171,observability_fixed_R16_k16,good,23.514386999522685,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,3,0d163d4c-bbdd-45a5-a969-da6200b88b74,22821,774,False,16,16,99,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.1254839444317923,9,[],217.8690920009103,163.70434900090913,551
0.0,-2.0,[],0,,1781073783497.7288,0.0,1781073783348.379,0,0,149.3484440015891,17975,10461.4912109375,5.1597161293029785,32,0.1228107213973999,0.007440723478794098,6,6,32,1781073783506.3313,1781073783334.3901,4395,367,late,1.0,32.82133699940459,0.06917499922565185,observability_fixed_R16_k16,good,22.589135998714482,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22850,761,False,16,16,100,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12627986348122866,10,[],212.44320000005246,171.93758000030357,555
0.0,-1.5,[],0,,1781073783911.0051,0.0,1781073783765.3699,0,0,145.63373900091392,448,10458.96875,1.1092538833618164,32,0.567878246307373,0.23403987288475037,6,6,32,1781073783919.63,1781073783751.3826,4396,368,late,1.0,29.991437999342452,0.06903800021973439,observability_fixed_R16_k16,good,22.610536998399766,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,0,0d163d4c-bbdd-45a5-a969-da6200b88b74,22847,759,False,16,16,101,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.1264786169244768,11,[],214.06392700009746,168.2442759993137,556
0.03125,0.0,[0],1,,1781073784330.9856,0.0,1781073784184.5273,0,0,146.45686499898147,85031,10458.96875,2.324983835220337,32,0.6371167898178101,0.5264024958014488,6,6,32,1781073784339.6238,1781073784170.4985,4397,369,late,1.0,32.42754500024603,0.0765390013839351,observability_fixed_R16_k16,good,22.66509500077518,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22849,768,False,16,16,102,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12667727996361156,13,[],217.41780200136418,169.12195999975665,557
0.09375,2.0,"[0, 5, 11]",3,,1781073784755.2588,0.0,1781073784603.2935,0,0,151.9643330011604,7167,10459.54833984375,1.2140917778015137,32,0.514430820941925,0.1874387264251709,5,6,32,1781073784763.8464,1781073784589.3271,4399,371,late,1.0,33.7897539993719,0.06974899952183478,observability_fixed_R16_k16,good,22.552225998879294,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,3,0d163d4c-bbdd-45a5-a969-da6200b88b74,22876,773,False,16,16,103,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12707433507615368,17,[],214.90156800064142,174.5165590000397,559
0.125,3.0,"[0, 2, 5, 12]",4,,1781073785181.9688,0.0,1781073785029.1743,0,0,152.79312300117454,40,10460.70751953125,0.024637561291456223,32,0.9977834820747375,0.9973797338316217,6,6,32,1781073785190.54,1781073785014.6558,4403,375,late,1.0,32.768253000540426,0.07203599852800835,observability_fixed_R16_k16,good,23.088613997970242,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,4,0d163d4c-bbdd-45a5-a969-da6200b88b74,22870,776,False,16,16,104,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.1278673631614808,22,[],216.97100599885744,175.88173699914478,563
0.03125,-1.0,[7],1,,1781073785594.404,0.0,1781073785450.132,0,0,144.27100899956713,5648,10461.287109375,3.005976676940918,32,0.31070733070373535,0.23690786957740784,6,6,32,1781073785602.9617,1781073785435.9258,4408,380,late,1.0,33.61652800049342,0.07703499977651518,observability_fixed_R16_k16,good,22.76228000118863,0,False,False,0.0,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",3,pg19,1,0d163d4c-bbdd-45a5-a969-da6200b88b74,22920,764,False,16,16,105,"[0, 25, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68]",0.12885662431941924,24,[],210.768843000551,167.03328900075576,568
