method,prompt_type,prompt_id,reuse_interval,round,staleness_rounds,draft_tokens,accepted_len,retrieval_update,selected_count,oracle_overlap,pipeline_hit,pipeline_reuse,pipeline_wait_ms
reuse_R1_k8,pg19,1,1,60,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,61,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,62,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,63,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,64,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,65,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,66,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,67,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,68,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,69,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,70,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,71,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,72,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,73,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,74,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,75,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,76,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,77,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,78,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,79,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,80,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,81,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,82,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,83,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,84,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,85,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,86,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,87,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,88,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,89,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,90,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,91,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,92,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,93,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,94,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,95,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,96,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,97,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,98,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,99,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,100,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,101,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,102,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,103,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,104,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,105,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,106,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,107,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,108,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,109,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,110,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,111,0,32,4,1,8,,0,0,0.0
reuse_R1_k8,pg19,1,1,112,0,32,4,1,8,,0,0,0.0
reuse_R1_k16,pg19,1,1,0,0,32,2,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,1,0,32,2,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,2,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,3,0,32,1,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,4,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,5,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,6,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,7,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,8,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,9,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,10,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,11,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,12,0,32,1,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,13,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,14,0,32,3,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,15,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,16,0,32,1,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,17,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,18,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,19,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,20,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,21,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,22,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,23,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,24,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,25,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,26,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,27,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,28,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,29,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,30,0,32,2,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,31,0,32,1,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,32,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,33,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,34,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,35,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,36,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,37,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,38,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,39,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,40,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,41,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,42,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,43,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,44,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,45,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,46,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,47,0,32,3,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,48,0,32,0,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,49,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,50,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,51,0,32,3,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,52,0,32,2,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,53,0,32,2,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,54,0,32,3,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,55,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,56,0,32,3,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,57,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,58,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,59,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,60,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,61,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,62,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,63,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,64,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,65,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,66,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,67,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,68,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,69,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,70,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,71,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,72,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,73,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,74,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,75,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,76,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,77,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,78,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,79,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,80,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,81,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,82,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,83,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,84,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,85,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,86,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,87,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,88,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,89,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,90,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,91,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,92,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,93,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,94,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,95,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,96,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,97,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,98,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,99,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,100,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,101,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,102,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,103,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,104,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,105,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,106,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,107,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,108,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,109,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,110,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,111,0,32,4,1,16,,0,0,0.0
reuse_R1_k16,pg19,1,1,112,0,32,4,1,16,,0,0,0.0
reuse_R2_k8,pg19,1,2,0,0,32,2,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,1,1,32,2,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,2,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,3,1,32,1,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,4,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,5,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,6,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,7,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,8,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,9,1,32,0,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,10,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,11,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,12,0,32,1,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,13,1,32,0,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,14,0,32,3,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,15,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,16,0,32,0,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,17,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,18,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,19,1,32,1,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,20,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,21,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,22,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,23,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,24,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,25,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,26,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,27,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,28,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,29,1,32,0,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,30,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,31,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,32,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,33,1,32,0,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,34,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,35,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,36,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,37,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,38,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,39,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,40,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,41,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,42,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,43,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,44,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,45,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,46,0,32,3,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,47,1,32,0,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,48,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,49,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,50,0,32,3,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,51,1,32,2,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,52,0,32,2,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,53,1,32,3,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,54,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,55,1,32,3,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,56,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,57,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,58,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,59,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,60,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,61,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,62,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,63,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,64,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,65,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,66,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,67,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,68,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,69,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,70,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,71,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,72,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,73,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,74,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,75,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,76,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,77,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,78,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,79,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,80,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,81,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,82,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,83,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,84,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,85,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,86,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,87,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,88,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,89,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,90,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,91,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,92,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,93,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,94,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,95,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,96,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,97,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,98,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,99,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,100,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,101,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,102,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,103,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,104,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,105,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,106,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,107,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,108,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,109,1,32,4,0,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,110,0,32,4,1,8,,0,0,0.0
reuse_R2_k8,pg19,1,2,111,1,32,4,0,8,,0,0,0.0
reuse_R2_k16,pg19,1,2,0,0,32,2,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,1,1,32,2,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,2,0,32,4,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,3,1,32,1,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,4,0,32,4,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,5,1,32,4,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,6,0,32,4,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,7,1,32,4,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,8,0,32,4,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,9,1,32,0,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,10,0,32,4,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,11,1,32,4,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,12,0,32,1,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,13,1,32,0,0,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,14,0,32,3,1,16,,0,0,0.0
reuse_R2_k16,pg19,1,2,15,1,32,4,0,16,,0,0,0.0
