method,prompt_type,prompt_id,reuse_interval,round,staleness_rounds,draft_tokens,accepted_len,retrieval_update,selected_count,oracle_overlap,pipeline_hit,pipeline_reuse,pipeline_wait_ms
reuse_R8,pg19,1,8,23,7,32,1,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,24,0,32,2,1,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,25,1,32,4,0,16,1.0,0,0,0.0
reuse_R8,pg19,1,8,26,2,32,2,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,27,3,32,0,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,28,4,32,4,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,29,5,32,3,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,30,6,32,2,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,31,7,32,4,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,32,0,32,1,1,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,33,1,32,1,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,34,2,32,1,0,16,1.0,0,0,0.0
reuse_R8,pg19,1,8,35,3,32,1,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,36,4,32,0,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,37,5,32,0,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,38,6,32,0,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,39,7,32,1,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,40,0,32,4,1,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,41,1,32,2,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,42,2,32,1,0,16,1.0,0,0,0.0
reuse_R8,pg19,1,8,43,3,32,4,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,44,4,32,0,0,16,1.0,0,0,0.0
reuse_R8,pg19,1,8,45,5,32,2,0,16,0.8823529411764706,0,0,0.0
reuse_R8,pg19,1,8,46,6,32,4,0,16,0.7777777777777778,0,0,0.0
reuse_R8,pg19,1,8,47,7,32,3,0,16,0.6842105263157895,0,0,0.0
