network,method,runs,tokens_per_second,tps_std,total_ms,total_ms_std,speedup_vs_direct,ms_saved_vs_direct,rounds,acceptance_rate,accepted_per_round,prefetched_tokens,reused_branch_count
good,direct,20,43.88782230292397,0.9603604843614395,2859.069769250008,275.8895258532773,1.0,0.0,0.0,0.0,0.0,0.0,0.0
good,sync_k8,20,51.34290842028544,10.967194831998961,2678.313398361206,597.8626358198493,1.170256104448168,180.75637088880174,20.35,0.7068865339464997,5.646973080757345,0.0,0.0
good,tree_k8_b3,20,57.344734905964074,13.758855482284238,2429.742880750001,598.4004695066712,1.3059679599130896,429.3268885000066,20.3,0.7096715323653466,5.672365105846951,3.395023161210098,0.5374360186858504
medium,direct,20,43.025413916631614,1.3537807763336087,2917.807207578576,289.78609820783004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,sync_k8,20,42.04115102673893,8.599791965401343,3262.1222257614136,711.3041186428665,0.9781824027057924,-344.31501818283806,20.35,0.7068865339464997,5.646973080757345,0.0,0.0
medium,tree_k8_b3,20,46.529531307859656,10.736088522427057,2982.85156390001,709.3981361845147,1.082652362270018,-65.0443563214347,20.3,0.7096715323653466,5.672365105846951,3.7298536013891885,0.5374360186858504
